,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience,pga_nom,pga_win,ccma_nom,ccma_win
137,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,Heaven Can Wait,FALSE,3,112,Ernst Lubitsch,"Gene Tierney, Don Ameche, Charles Coburn, Marjorie Main",,7.4,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,75,0,0,0,0
138,1943,1944,16,OUTSTANDING MOTION PICTURE,Warner Bros.,Casablanca,TRUE,8,102,Michael Curtiz,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",17331942.59,8.5,100,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,95,0,0,0,0
139,1943,1944,16,OUTSTANDING MOTION PICTURE,Two Cities,In Which We Serve,FALSE,2,115,"Noël Coward, David Lean","Noël Coward, John Mills, Bernard Miles, Celia Johnson",7612413.295,7.2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,74,0,0,0,0
140,1944,1945,17,BEST MOTION PICTURE,Selznick International Pictures,Since You Went Away,FALSE,9,177,"John Cromwell, Edward F. Cline, Tay Garnett, David O. Selznick","Claudette Colbert, Jennifer Jones, Joseph Cotten, Shirley Temple",,7.5,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,79,0,0,0,0
141,1944,1945,17,BEST MOTION PICTURE,20th Century-Fox,Wilson,FALSE,10,154,Henry King,"Alexander Knox, Charles Coburn, Geraldine Fitzgerald, Thomas Mitchell",33256250,6.4,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,41,0,0,0,0
142,1944,1945,17,BEST MOTION PICTURE,Paramount,Double Indemnity,FALSE,7,107,Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr",95112875,8.3,95,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,95,0,0,0,0
143,1944,1945,17,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Gaslight,FALSE,7,114,George Cukor,"Charles Boyer, Ingrid Bergman, Joseph Cotten, May Whitty",,7.8,78,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,90,0,0,0,0
144,1944,1945,17,BEST MOTION PICTURE,Paramount,Going My Way,TRUE,10,126,Leo McCarey,"Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown",271038437.5,7,90,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,83,74,0,0,0,0
145,1945,1946,18,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Anchors Aweigh,FALSE,5,140,"George Sidney, Joseph Barbera, William Hanna","Frank Sinatra, Kathryn Grayson, Gene Kelly, José Iturbi",,7,60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,78,0,0,0,0
146,1945,1946,18,BEST MOTION PICTURE,Rainbow Productions,The Bells of St. Mary's,FALSE,8,126,Leo McCarey,"Bing Crosby, Ingrid Bergman, Henry Travers, William Gargan",346308416.7,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77,0,0,0,0
147,1945,1946,18,BEST MOTION PICTURE,Paramount,The Lost Weekend,TRUE,7,101,Billy Wilder,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",153806461.1,7.9,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,97,90,0,0,0,0
148,1945,1946,18,BEST MOTION PICTURE,Selznick International Pictures,Spellbound,FALSE,6,111,Alfred Hitchcock,"Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll",113810277.8,7.5,78,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,82,0,0,0,0
149,1945,1946,18,BEST MOTION PICTURE,Warner Bros.,Mildred Pierce,FALSE,6,111,Michael Curtiz,"Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",,7.9,88,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,0,0,0,0
150,1946,1947,19,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Henry V,FALSE,4,137,Laurence Olivier,"Laurence Olivier, Robert Newton, Leslie Banks, Felix Aylmer",,7,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,74,0,0,0,0
151,1946,1947,19,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,The Yearling,FALSE,7,128,Clarence Brown,"Gregory Peck, Jane Wyman, Claude Jarman Jr., Chill Wills",78041333.33,7.2,89,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,76,0,0,0,0
152,1946,1947,19,BEST MOTION PICTURE,20th Century-Fox,The Razor's Edge,FALSE,4,145,Edmund Goulding,"Tyrone Power, Gene Tierney, John Payne, Anne Baxter",75039743.59,7.3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,72,0,0,0,0
153,1946,1947,19,BEST MOTION PICTURE,Liberty Films,It's a Wonderful Life,FALSE,5,130,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",,8.6,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94,95,0,0,0,0
154,1946,1947,19,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Best Years of Our Lives,TRUE,8,170,William Wyler,"Myrna Loy, Dana Andrews, Fredric March, Teresa Wright",354937987.2,8.1,93,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,97,93,0,0,0,0
155,1947,1948,20,BEST MOTION PICTURE,J. Arthur Rank-Cineguild,Great Expectations,FALSE,5,118,David Lean,"John Mills, Valerie Hobson, Tony Wager, Jean Simmons",,7.8,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,88,0,0,0,0
156,1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Miracle on 34th Street,FALSE,4,96,George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne, Gene Lockhart",34777387.89,7.9,88,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,87,0,0,0,0
157,1947,1948,20,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Bishop's Wife,FALSE,5,109,Henry Koster,"Cary Grant, Loretta Young, David Niven, Monty Woolley",,7.6,73,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,80,0,0,0,0
158,1947,1948,20,BEST MOTION PICTURE,RKO Radio,Crossfire,FALSE,5,86,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame",17060605.38,7.3,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,88,75,0,0,0,0
159,1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Gentleman's Agreement,TRUE,8,118,Elia Kazan,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm",,7.2,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,82,78,0,0,0,0
160,1948,1949,21,BEST MOTION PICTURE,Warner Bros.,Johnny Belinda,FALSE,12,102,Jean Negulesco,"Jane Wyman, Lew Ayres, Charles Bickford, Agnes Moorehead",,7.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,91,89,0,0,0,0
161,1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Archers,The Red Shoes,FALSE,5,135,"Michael Powell, Emeric Pressburger","Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",132362634.9,8.1,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,92,0,0,0,0
162,1948,1949,21,BEST MOTION PICTURE,20th Century-Fox,The Snake Pit,FALSE,6,108,Anatole Litvak,"Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm",121433610,7.6,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,84,0,0,0,0
163,1948,1949,21,BEST MOTION PICTURE,Warner Bros.,The Treasure of the Sierra Madre,FALSE,4,126,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett",60886812.03,8.2,98,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,100,93,0,0,0,0
164,1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,TRUE,7,154,Laurence Olivier,"Laurence Olivier, Jean Simmons, John Laurie, Esmond Knight",,7.6,82,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,96,80,0,0,0,0
165,1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,TRUE,7,110,Robert Rossen,"Broderick Crawford, John Ireland, Joanne Dru, John Derek",,7.4,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,97,78,0,0,0,0
166,1949,1950,22,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Battleground,FALSE,6,118,William A. Wellman,"Van Johnson, John Hodiak, Ricardo Montalban, George Murphy",126578943.9,7.4,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,83,0,0,0,0
167,1949,1950,22,BEST MOTION PICTURE,Paramount,The Heiress,FALSE,8,115,William Wyler,"Olivia de Havilland, Montgomery Clift, Ralph Richardson, Miriam Hopkins",,8.1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,93,0,0,0,0
168,1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,A Letter to Three Wives,FALSE,3,103,Joseph L. Mankiewicz,"Jeanne Crain, Linda Darnell, Ann Sothern, Kirk Douglas",,7.7,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,86,0,0,0,0
169,1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,Twelve O'Clock High,FALSE,4,132,Henry King,"Gregory Peck, Hugh Marlowe, Gary Merrill, Millard Mitchell",,7.7,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,86,0,0,0,0
170,1950,1951,23,BEST MOTION PICTURE,20th Century-Fox,All About Eve,TRUE,14,138,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",123582.9849,8.2,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,99,94,0,0,0,0
171,1950,1951,23,BEST MOTION PICTURE,Columbia,Born Yesterday,FALSE,5,103,George Cukor,"Judy Holliday, William Holden, Broderick Crawford, Howard St. John",,7.5,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97,85,0,0,0,0
172,1950,1951,23,BEST MOTION PICTURE,Paramount,Sunset Blvd.,FALSE,11,110,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",,8.4,94,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,95,0,0,0,0
173,1950,1951,23,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Father of the Bride,FALSE,3,92,Vincente Minnelli,"Spencer Tracy, Joan Bennett, Elizabeth Taylor, Don Taylor",107330213.4,7.1,76,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,74,0,0,0,0
174,1950,1951,23,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,King Solomon's Mines,FALSE,3,103,"Compton Bennett, Andrew Marton","Deborah Kerr, Stewart Granger, Richard Carlson, Hugo Haas",,6.7,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,59,0,0,0,0
175,1951,1952,24,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,TRUE,8,114,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary",50651826.92,7.2,83,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,95,79,0,0,0,0
176,1951,1952,24,BEST MOTION PICTURE,"Anatole Litvak and Frank McCarthy, Producers",Decision Before Dawn,FALSE,2,119,Anatole Litvak,"Richard Basehart, Gary Merrill, Oskar Werner, Hildegard Knef",,7.2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73,0,0,0,0
177,1951,1952,24,BEST MOTION PICTURE,"George Stevens, Producer",A Place in the Sun,FALSE,9,122,George Stevens,"Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere",,7.7,76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,81,84,0,0,0,0
178,1951,1952,24,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Quo Vadis,FALSE,8,171,"Mervyn LeRoy, Anthony Mann","Robert Taylor, Deborah Kerr, Leo Genn, Peter Ustinov",273426891.1,7.1,65,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,73,0,0,0,0
179,1951,1952,24,BEST MOTION PICTURE,"Charles K. Feldman, Producer",A Streetcar Named Desire,FALSE,12,122,Elia Kazan,"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",90047692.31,7.9,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,97,90,0,0,0,0
180,1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,FALSE,7,129,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond",116509820.8,7.7,85,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0
181,1952,1953,25,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Greatest Show on Earth,TRUE,5,152,Cecil B. DeMille,"James Stewart, Charlton Heston, Betty Hutton, Cornel Wilde",397569056.6,6.5,76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50,53,0,0,0,0
182,1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,FALSE,7,85,Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges",104361877.4,8,89,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,94,89,0,0,0,0
183,1952,1953,25,BEST MOTION PICTURE,"Pandro S. Berman, Producer",Ivanhoe,FALSE,3,106,Richard Thorpe,"Robert Taylor, Elizabeth Taylor, Joan Fontaine, George Sanders",,6.7,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,64,0,0,0,0
184,1952,1953,25,BEST MOTION PICTURE,Romulus Films,Moulin Rouge,FALSE,7,119,John Huston,"José Ferrer, Zsa Zsa Gabor, Suzanne Flon, Claude Nollier",130424737.7,7,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,90,0,0,0,0
185,1953,1954,26,BEST MOTION PICTURE,"John Houseman, Producer",Julius Caesar,FALSE,5,120,Joseph L. Mankiewicz,"Louis Calhern, Marlon Brando, James Mason, John Gielgud",,7.2,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,81,0,0,0,0
186,1953,1954,26,BEST MOTION PICTURE,"William Wyler, Producer",Roman Holiday,FALSE,10,118,William Wyler,"Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power",,8,78,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,95,93,0,0,0,0
187,1953,1954,26,BEST MOTION PICTURE,"Frank Ross, Producer",The Robe,FALSE,5,135,Henry Koster,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie",394591011.2,6.7,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,38,69,0,0,0,0
188,1953,1954,26,BEST MOTION PICTURE,"George Stevens, Producer",Shane,FALSE,6,118,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde",219217228.5,7.6,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97,81,0,0,0,0
189,1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,TRUE,13,118,Fred Zinnemann,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed",334306273.4,7.6,85,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88,84,0,0,0,0
190,1954,1955,27,BEST MOTION PICTURE,"Sol C. Siegel, Producer",Three Coins in the Fountain,FALSE,3,102,Jean Negulesco,"Clifton Webb, Dorothy McGuire, Jean Peters, Louis Jourdan",,6.2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,0,0,0,0
191,1954,1955,27,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,FALSE,7,124,Edward Dmytryk,"Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray",236626254.6,7.7,63,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93,87,0,0,0,0
192,1954,1955,27,BEST MOTION PICTURE,"William Perlberg, Producer",The Country Girl,FALSE,7,104,George Seaton,"Bing Crosby, Grace Kelly, William Holden, Anthony Ross",,7.2,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77,0,0,0,0
193,1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,TRUE,12,108,Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",104441933.1,8.1,91,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,99,95,0,0,0,0
194,1954,1955,27,BEST MOTION PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,FALSE,5,102,Stanley Donen,"Jane Powell, Howard Keel, Jeff Richards, Russ Tamblyn",102298697.6,7.3,75,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,89,87,0,0,0,0
195,1955,1956,28,BEST MOTION PICTURE,"Buddy Adler, Producer",Love Is a Many-Splendored Thing,FALSE,8,102,"Henry King, Otto Lang","William Holden, Jennifer Jones, Torin Thatcher, Isobel Elsom",,6.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,56,0,0,0,0
196,1955,1956,28,BEST MOTION PICTURE,"Harold Hecht, Producer",Marty,TRUE,8,90,Delbert Mann,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli",,7.7,82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96,87,0,0,0,0
197,1955,1956,28,BEST MOTION PICTURE,"Leland Hayward, Producer",Mister Roberts,FALSE,3,123,"John Ford, Mervyn LeRoy, Joshua Logan","Henry Fonda, James Cagney, William Powell, Jack Lemmon",231503209,7.6,72,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,85,0,0,0,0
198,1955,1956,28,BEST MOTION PICTURE,"Fred Kohlmar, Producer",Picnic,FALSE,6,115,Joshua Logan,"William Holden, Kim Novak, Betty Field, Susan Strasberg",,7,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50,54,0,0,0,0
199,1955,1956,28,BEST MOTION PICTURE,"Hal B. Wallis, Producer",The Rose Tattoo,FALSE,8,117,Daniel Mann,"Anna Magnani, Burt Lancaster, Marisa Pavan, Ben Cooper",,6.9,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,73,0,0,0,0
200,1956,1957,29,BEST MOTION PICTURE,"Michael Todd, Producer",Around the World in 80 Days,TRUE,8,175,"Michael Anderson, John Farrow","David Niven, Cantinflas, Finlay Currie, Robert Morley",451893750,6.7,69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,72,57,0,0,0,0
201,1956,1957,29,BEST MOTION PICTURE,"William Wyler, Producer",Friendly Persuasion,FALSE,6,137,William Wyler,"Gary Cooper, Dorothy McGuire, Anthony Perkins, Richard Eyer",,7.3,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,82,0,0,0,0
202,1956,1957,29,BEST MOTION PICTURE,"George Stevens and Henry Ginsberg, Producers",Giant,FALSE,10,201,George Stevens,"Elizabeth Taylor, Rock Hudson, James Dean, Carroll Baker",,7.6,84,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88,87,0,0,0,0
203,1956,1957,29,BEST MOTION PICTURE,"Charles Brackett, Producer",The King and I,FALSE,9,133,Walter Lang,"Yul Brynner, Deborah Kerr, Rita Moreno, Martin Benson",229174687.5,7.4,72,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,93,83,0,0,0,0
204,1956,1957,29,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Ten Commandments,FALSE,7,220,Cecil B. DeMille,"Charlton Heston, Yul Brynner, Anne Baxter, Edward G. Robinson",1008583813,7.9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,87,0,0,0,0
205,1957,1958,30,BEST MOTION PICTURE,"Arthur Hornblow, Jr., Producer",Witness for the Prosecution,FALSE,6,116,Billy Wilder,"Tyrone Power, Marlene Dietrich, Charles Laughton, Elsa Lanchester",85140733.99,8.4,76,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,95,0,0,0,0
206,1957,1958,30,BEST MOTION PICTURE,"Henry Fonda and Reginald Rose, Producers",12 Angry Men,FALSE,3,96,Sidney Lumet,"Henry Fonda, Lee J. Cobb, Martin Balsam, John Fiedler",45408391.46,9,97,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,100,97,0,0,0,0
