,year_film,year_ceremony,ceremony,category,name,film,winner,total_noms,runtime,director,stars,gross,imdb_rating,metascore,best_director_nom,genre_drama,genre_romance,genre_war,genre_crime,genre_film-noir,genre_musical,genre_action,genre_comedy,genre_music,genre_western,genre_history,genre_thriller,genre_biography,genre_family,genre_adventure,genre_sport,genre_mystery,genre_fantasy,genre_sci-fi,genre_horror,genre_animation,certificate_pg-13,certificate_passed,certificate_not_rated,certificate_approved,certificate_tv-pg,certificate_g,certificate_pg,certificate_tv-ma,certificate_r,certificate_m/pg,certificate_gp,bafta_nom,bafta_win,gg_drama_nom,gg_drama_win,gg_comedy_nom,gg_comedy_win,rt_critic,rt_audience
131,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Song of Bernadette,False,12.0,156,Henry King,"Jennifer Jones, Charles Bickford, William Eythe, Vincent Price",,7.6,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,88.0,80.0
132,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,The Ox-Bow Incident,False,1.0,75,William A. Wellman,"Henry Fonda, Dana Andrews, Mary Beth Hughes, Anthony Quinn",27658434.971098263,8.0,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0
133,1943,1944,16,OUTSTANDING MOTION PICTURE,Columbia,The More the Merrier,False,6.0,104,George Stevens,"Jean Arthur, Joel McCrea, Charles Coburn, Richard Gaines",,7.6,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.0
134,1943,1944,16,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,Madame Curie,False,7.0,124,"Mervyn LeRoy, Albert Lewin","Greer Garson, Walter Pidgeon, Henry Travers, Albert Bassermann",,7.2,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,68.0
135,1943,1944,16,OUTSTANDING MOTION PICTURE,Metro-Goldwyn-Mayer,The Human Comedy,False,5.0,117,Clarence Brown,"Mickey Rooney, Frank Morgan, James Craig, Marsha Hunt",,7.0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,69.0
136,1943,1944,16,OUTSTANDING MOTION PICTURE,Paramount,For Whom the Bell Tolls,False,9.0,170,Sam Wood,"Gary Cooper, Ingrid Bergman, Akim Tamiroff, Arturo de Córdova",301113236.9942196,6.8,68.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,66.0
137,1943,1944,16,OUTSTANDING MOTION PICTURE,20th Century-Fox,Heaven Can Wait,False,3.0,112,Ernst Lubitsch,"Gene Tierney, Don Ameche, Charles Coburn, Marjorie Main",,7.4,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,75.0
138,1943,1944,16,OUTSTANDING MOTION PICTURE,Warner Bros.,Casablanca,True,8.0,102,Michael Curtiz,"Humphrey Bogart, Ingrid Bergman, Paul Henreid, Claude Rains",17331942.589595374,8.5,100.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,95.0
139,1943,1944,16,OUTSTANDING MOTION PICTURE,Two Cities,In Which We Serve,False,2.0,115,"Noël Coward, David Lean","Noël Coward, John Mills, Bernard Miles, Celia Johnson",7612413.294797687,7.2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,74.0
140,1944,1945,17,BEST MOTION PICTURE,Selznick International Pictures,Since You Went Away,False,9.0,177,"John Cromwell, Edward F. Cline, Tay Garnett, David O. Selznick","Claudette Colbert, Jennifer Jones, Joseph Cotten, Shirley Temple",,7.5,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,79.0
141,1944,1945,17,BEST MOTION PICTURE,20th Century-Fox,Wilson,False,10.0,154,Henry King,"Alexander Knox, Charles Coburn, Geraldine Fitzgerald, Thomas Mitchell",33256249.999999996,6.4,,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,41.0
142,1944,1945,17,BEST MOTION PICTURE,Paramount,Double Indemnity,False,7.0,107,Billy Wilder,"Fred MacMurray, Barbara Stanwyck, Edward G. Robinson, Byron Barr",95112875.0,8.3,95.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,95.0
143,1944,1945,17,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Gaslight,False,7.0,114,George Cukor,"Charles Boyer, Ingrid Bergman, Joseph Cotten, May Whitty",,7.8,78.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,90.0
144,1944,1945,17,BEST MOTION PICTURE,Paramount,Going My Way,True,10.0,126,Leo McCarey,"Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown",271038437.49999994,7.0,90.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,83.0,74.0
145,1945,1946,18,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Anchors Aweigh,False,5.0,140,"George Sidney, Joseph Barbera, William Hanna","Frank Sinatra, Kathryn Grayson, Gene Kelly, José Iturbi",,7.0,60.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,78.0
146,1945,1946,18,BEST MOTION PICTURE,Rainbow Productions,The Bells of St. Mary's,False,8.0,126,Leo McCarey,"Bing Crosby, Ingrid Bergman, Henry Travers, William Gargan",346308416.6666666,7.2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,77.0
147,1945,1946,18,BEST MOTION PICTURE,Paramount,The Lost Weekend,True,7.0,101,Billy Wilder,"Ray Milland, Jane Wyman, Phillip Terry, Howard Da Silva",153806461.11111107,7.9,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,97.0,90.0
148,1945,1946,18,BEST MOTION PICTURE,Selznick International Pictures,Spellbound,False,6.0,111,Alfred Hitchcock,"Ingrid Bergman, Gregory Peck, Michael Chekhov, Leo G. Carroll",113810277.77777776,7.5,78.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,82.0
149,1945,1946,18,BEST MOTION PICTURE,Warner Bros.,Mildred Pierce,False,6.0,111,Michael Curtiz,"Joan Crawford, Jack Carson, Zachary Scott, Eve Arden",,7.9,88.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,90.0
150,1946,1947,19,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Henry V,False,4.0,137,Laurence Olivier,"Laurence Olivier, Robert Newton, Leslie Banks, Felix Aylmer",,7.0,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,74.0
151,1946,1947,19,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,The Yearling,False,7.0,128,Clarence Brown,"Gregory Peck, Jane Wyman, Claude Jarman Jr., Chill Wills",78041333.33333333,7.2,89.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,76.0
152,1946,1947,19,BEST MOTION PICTURE,20th Century-Fox,The Razor's Edge,False,4.0,145,Edmund Goulding,"Tyrone Power, Gene Tierney, John Payne, Anne Baxter",75039743.58974358,7.3,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,72.0
153,1946,1947,19,BEST MOTION PICTURE,Liberty Films,It's a Wonderful Life,False,5.0,130,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell",,8.6,89.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,95.0
154,1946,1947,19,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Best Years of Our Lives,True,8.0,170,William Wyler,"Myrna Loy, Dana Andrews, Fredric March, Teresa Wright",354937987.1794872,8.1,93.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,97.0,93.0
155,1947,1948,20,BEST MOTION PICTURE,J. Arthur Rank-Cineguild,Great Expectations,False,5.0,118,David Lean,"John Mills, Valerie Hobson, Tony Wager, Jean Simmons",,7.8,90.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.0
156,1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Miracle on 34th Street,False,4.0,96,George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne, Gene Lockhart",34777387.89237668,7.9,88.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,87.0
157,1947,1948,20,BEST MOTION PICTURE,Samuel Goldwyn Productions,The Bishop's Wife,False,5.0,109,Henry Koster,"Cary Grant, Loretta Young, David Niven, Monty Woolley",,7.6,73.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,80.0
158,1947,1948,20,BEST MOTION PICTURE,RKO Radio,Crossfire,False,5.0,86,Edward Dmytryk,"Robert Young, Robert Mitchum, Robert Ryan, Gloria Grahame",17060605.381165918,7.3,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,75.0
159,1947,1948,20,BEST MOTION PICTURE,20th Century-Fox,Gentleman's Agreement,True,8.0,118,Elia Kazan,"Gregory Peck, Dorothy McGuire, John Garfield, Celeste Holm",,7.2,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,78.0
160,1948,1949,21,BEST MOTION PICTURE,Warner Bros.,Johnny Belinda,False,12.0,102,Jean Negulesco,"Jane Wyman, Lew Ayres, Charles Bickford, Agnes Moorehead",,7.7,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,91.0,89.0
161,1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Archers,The Red Shoes,False,5.0,135,"Michael Powell, Emeric Pressburger","Anton Walbrook, Marius Goring, Moira Shearer, Robert Helpmann",132362634.85477176,8.1,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,92.0
162,1948,1949,21,BEST MOTION PICTURE,20th Century-Fox,The Snake Pit,False,6.0,108,Anatole Litvak,"Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm",121433609.9585062,7.6,76.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.0
163,1948,1949,21,BEST MOTION PICTURE,Warner Bros.,The Treasure of the Sierra Madre,False,4.0,126,John Huston,"Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett",60886812.03319501,8.2,98.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,93.0
164,1948,1949,21,BEST MOTION PICTURE,J. Arthur Rank-Two Cities Films,Hamlet,True,7.0,154,Laurence Olivier,"Laurence Olivier, Jean Simmons, John Laurie, Esmond Knight",,7.6,82.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,96.0,80.0
165,1949,1950,22,BEST MOTION PICTURE,Robert Rossen Productions,All the King's Men,True,7.0,110,Robert Rossen,"Broderick Crawford, John Ireland, Joanne Dru, John Derek",,7.4,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,97.0,78.0
166,1949,1950,22,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Battleground,False,6.0,118,William A. Wellman,"Van Johnson, John Hodiak, Ricardo Montalban, George Murphy",126578943.85714284,7.4,,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,83.0
167,1949,1950,22,BEST MOTION PICTURE,Paramount,The Heiress,False,8.0,115,William Wyler,"Olivia de Havilland, Montgomery Clift, Ralph Richardson, Miriam Hopkins",,8.1,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,93.0
168,1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,A Letter to Three Wives,False,3.0,103,Joseph L. Mankiewicz,"Jeanne Crain, Linda Darnell, Ann Sothern, Kirk Douglas",,7.7,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,86.0
169,1949,1950,22,BEST MOTION PICTURE,20th Century-Fox,Twelve O'Clock High,False,4.0,132,Henry King,"Gregory Peck, Hugh Marlowe, Gary Merrill, Millard Mitchell",,7.7,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,86.0
170,1950,1951,23,BEST MOTION PICTURE,20th Century-Fox,All About Eve,True,14.0,138,Joseph L. Mankiewicz,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",123582.98485477176,8.2,98.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,99.0,94.0
171,1950,1951,23,BEST MOTION PICTURE,Columbia,Born Yesterday,False,5.0,103,George Cukor,"Judy Holliday, William Holden, Broderick Crawford, Howard St. John",,7.5,,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,85.0
172,1950,1951,23,BEST MOTION PICTURE,Paramount,Sunset Blvd.,False,11.0,110,Billy Wilder,"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",,8.4,94.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,95.0
173,1950,1951,23,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,Father of the Bride,False,3.0,92,Vincente Minnelli,"Spencer Tracy, Joan Bennett, Elizabeth Taylor, Don Taylor",107330213.35103734,7.1,76.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,74.0
174,1950,1951,23,BEST MOTION PICTURE,Metro-Goldwyn-Mayer,King Solomon's Mines,False,3.0,103,"Compton Bennett, Andrew Marton","Deborah Kerr, Stewart Granger, Richard Carlson, Hugo Haas",,6.7,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,59.0
175,1951,1952,24,BEST MOTION PICTURE,"Arthur Freed, Producer",An American in Paris,True,8.0,114,Vincente Minnelli,"Gene Kelly, Leslie Caron, Oscar Levant, Georges Guétary",50651826.92307692,7.2,83.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,95.0,79.0
176,1951,1952,24,BEST MOTION PICTURE,"Anatole Litvak and Frank McCarthy, Producers",Decision Before Dawn,False,2.0,119,Anatole Litvak,"Richard Basehart, Gary Merrill, Oskar Werner, Hildegard Knef",,7.2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.0
177,1951,1952,24,BEST MOTION PICTURE,"George Stevens, Producer",A Place in the Sun,False,9.0,122,George Stevens,"Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere",,7.7,76.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,81.0,84.0
178,1951,1952,24,BEST MOTION PICTURE,"Sam Zimbalist, Producer",Quo Vadis,False,8.0,171,"Mervyn LeRoy, Anthony Mann","Robert Taylor, Deborah Kerr, Leo Genn, Peter Ustinov",273426891.1423077,7.1,65.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,83.0,73.0
179,1951,1952,24,BEST MOTION PICTURE,"Charles K. Feldman, Producer",A Streetcar Named Desire,False,12.0,122,Elia Kazan,"Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",90047692.3076923,7.9,97.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,97.0,90.0
180,1952,1953,25,BEST MOTION PICTURE,"John Ford and Merian C. Cooper, Producers",The Quiet Man,False,7.0,129,John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond",116509820.75471696,7.7,85.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0
181,1952,1953,25,BEST MOTION PICTURE,"Cecil B. DeMille, Producer",The Greatest Show on Earth,True,5.0,152,Cecil B. DeMille,"James Stewart, Charlton Heston, Betty Hutton, Cornel Wilde",397569056.60377353,6.5,76.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,53.0
182,1952,1953,25,BEST MOTION PICTURE,"Stanley Kramer, Producer",High Noon,False,7.0,85,Fred Zinnemann,"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges",104361877.35849056,8.0,89.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,89.0
183,1952,1953,25,BEST MOTION PICTURE,"Pandro S. Berman, Producer",Ivanhoe,False,3.0,106,Richard Thorpe,"Robert Taylor, Elizabeth Taylor, Joan Fontaine, George Sanders",,6.7,75.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,64.0
184,1952,1953,25,BEST MOTION PICTURE,Romulus Films,Moulin Rouge,False,7.0,119,John Huston,"José Ferrer, Zsa Zsa Gabor, Suzanne Flon, Claude Nollier",130424737.73584904,7.0,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,90.0
185,1953,1954,26,BEST MOTION PICTURE,"John Houseman, Producer",Julius Caesar,False,5.0,120,Joseph L. Mankiewicz,"Louis Calhern, Marlon Brando, James Mason, John Gielgud",,7.2,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,81.0
186,1953,1954,26,BEST MOTION PICTURE,"William Wyler, Producer",Roman Holiday,False,10.0,118,William Wyler,"Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power",,8.0,78.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,93.0
187,1953,1954,26,BEST MOTION PICTURE,"Frank Ross, Producer",The Robe,False,5.0,135,Henry Koster,"Richard Burton, Jean Simmons, Victor Mature, Michael Rennie",394591011.235955,6.7,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,69.0
188,1953,1954,26,BEST MOTION PICTURE,"George Stevens, Producer",Shane,False,6.0,118,George Stevens,"Alan Ladd, Jean Arthur, Van Heflin, Brandon De Wilde",219217228.46441945,7.6,85.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,81.0
189,1953,1954,26,BEST MOTION PICTURE,"Buddy Adler, Producer",From Here to Eternity,True,13.0,118,Fred Zinnemann,"Burt Lancaster, Montgomery Clift, Deborah Kerr, Donna Reed",334306273.40823966,7.6,85.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,84.0
190,1954,1955,27,BEST MOTION PICTURE,"Sol C. Siegel, Producer",Three Coins in the Fountain,False,3.0,102,Jean Negulesco,"Clifton Webb, Dorothy McGuire, Jean Peters, Louis Jourdan",,6.2,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,43.0
191,1954,1955,27,BEST MOTION PICTURE,"Stanley Kramer, Producer",The Caine Mutiny,False,7.0,124,Edward Dmytryk,"Humphrey Bogart, José Ferrer, Van Johnson, Fred MacMurray",236626254.64684013,7.7,63.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,87.0
192,1954,1955,27,BEST MOTION PICTURE,"William Perlberg, Producer",The Country Girl,False,7.0,104,George Seaton,"Bing Crosby, Grace Kelly, William Holden, Anthony Ross",,7.2,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,77.0
193,1954,1955,27,BEST MOTION PICTURE,"Sam Spiegel, Producer",On the Waterfront,True,12.0,108,Elia Kazan,"Marlon Brando, Karl Malden, Lee J. Cobb, Rod Steiger",104441933.08550183,8.1,91.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,99.0,95.0
194,1954,1955,27,BEST MOTION PICTURE,"Jack Cummings, Producer",Seven Brides for Seven Brothers,False,5.0,102,Stanley Donen,"Jane Powell, Howard Keel, Jeff Richards, Russ Tamblyn",102298697.58364312,7.3,75.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,89.0,87.0
195,1955,1956,28,BEST MOTION PICTURE,"Buddy Adler, Producer",Love Is a Many-Splendored Thing,False,8.0,102,"Henry King, Otto Lang","William Holden, Jennifer Jones, Torin Thatcher, Isobel Elsom",,6.4,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,56.0
196,1955,1956,28,BEST MOTION PICTURE,"Harold Hecht, Producer",Marty,True,8.0,90,Delbert Mann,"Ernest Borgnine, Betsy Blair, Esther Minciotti, Augusta Ciolli",,7.7,82.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,87.0
